Customer ID,Call Duration,Call Type,Timestamp,Rate Applied,Charges
189,2,Domestic,2024-06-12 16:17:32.907882,0.05,0.1
60,5,Domestic,2024-05-26 08:05:32.907890,0.05,0.25
220,2,Domestic,2024-05-29 09:13:32.907898,0.05,0.1
76,2,Domestic,2024-06-09 05:04:32.907906,0.05,0.1
91,2,Domestic,2024-06-11 01:18:32.907913,0.06,0.12
116,2,Domestic,2024-05-28 16:47:32.907923,0.05,0.1
280,5,Domestic,2024-05-26 00:00:32.907934,0.06,0.3
470,7,Domestic,2024-06-13 12:37:32.907942,0.05,0.35000000000000003
167,10,Domestic,2024-06-07 03:52:32.907949,0.06,0.6
126,5,International,2024-06-18 06:25:32.907960,0.15,0.75
445,2,Domestic,2024-06-10 19:07:32.907969,0.05,0.1
233,4,Domestic,2024-06-19 16:57:32.907980,0.05,0.2
114,2,Domestic,2024-06-12 12:09:32.907988,0.06,0.12
487,1,International,2024-06-06 02:57:32.907996,0.15,0.15
100,6,Domestic,2024-06-19 17:15:32.908004,0.05,0.30000000000000004
151,1,Domestic,2024-06-12 16:18:32.908012,0.05,0.05
72,7,Domestic,2024-05-26 22:28:32.908020,0.05,0.35000000000000003
476,2,Domestic,2024-06-20 19:32:32.908028,0.06,0.12
370,4,Domestic,2024-06-10 21:42:32.908036,0.05,0.2
349,4,Domestic,2024-06-20 19:43:32.908043,0.05,0.2
463,7,International,2024-06-14 00:34:32.908051,0.15,1.05
167,4,International,2024-05-29 00:38:32.908059,0.18,0.72
72,3,Domestic,2024-05-28 19:41:32.908067,0.05,0.15000000000000002
348,1,Domestic,2024-06-13 03:38:32.908075,0.05,0.05
353,3,Domestic,2024-06-22 05:52:32.908082,0.06,0.18
11,1,International,2024-06-04 09:28:32.908090,0.15,0.15
298,5,Domestic,2024-06-09 02:58:32.908098,0.06,0.3
229,3,International,2024-06-17 13:01:32.908106,0.18,0.54
126,4,Domestic,2024-06-09 15:28:32.908114,0.05,0.2
153,1,Domestic,2024-06-15 01:03:32.908121,0.05,0.05
162,1,International,2024-05-27 13:26:32.908129,0.15,0.15
278,4,Domestic,2024-06-16 03:45:32.908137,0.05,0.2
386,1,Domestic,2024-06-20 05:55:32.908145,0.05,0.05
179,1,Domestic,2024-06-18 01:39:32.908153,0.05,0.05
144,1,Domestic,2024-06-13 12:25:32.908160,0.06,0.06
139,10,Domestic,2024-06-07 00:24:32.908168,0.05,0.5
206,5,Domestic,2024-06-09 09:04:32.908176,0.05,0.25
96,2,Domestic,2024-06-07 15:26:32.908184,0.05,0.1
214,2,International,2024-06-19 23:46:32.908191,0.15,0.3
69,2,International,2024-05-28 13:49:32.908199,0.15,0.3
356,5,Domestic,2024-06-08 02:20:32.908207,0.05,0.25
471,4,Domestic,2024-05-27 18:32:32.908215,0.05,0.2
318,1,Domestic,2024-06-15 17:14:32.908223,0.05,0.05
19,1,Domestic,2024-06-19 20:42:32.908230,0.06,0.06
413,1,Domestic,2024-06-11 23:34:32.908238,0.05,0.05
426,4,International,2024-06-01 20:04:32.908249,0.15,0.6
407,5,International,2024-05-28 17:39:32.908258,0.18,0.8999999999999999
316,1,Domestic,2024-06-22 22:26:32.908266,0.05,0.05
457,1,Domestic,2024-06-22 05:56:32.908274,0.05,0.05
402,1,Domestic,2024-05-28 01:32:32.908285,0.06,0.06
351,11,Domestic,2024-06-09 17:38:32.908294,0.05,0.55
101,2,Domestic,2024-06-09 21:43:32.908301,0.05,0.1
81,5,Domestic,2024-06-10 04:16:32.908311,0.06,0.3
183,3,Domestic,2024-06-05 12:52:32.908321,0.05,0.15000000000000002
18,2,Domestic,2024-05-26 07:59:32.908329,0.05,0.1
155,1,International,2024-06-11 18:29:32.908337,0.15,0.15
341,1,Domestic,2024-06-07 21:35:32.908344,0.05,0.05
129,3,Domestic,2024-05-26 20:45:32.908352,0.05,0.15000000000000002
480,5,Domestic,2024-06-07 17:07:32.908360,0.05,0.25
398,4,International,2024-06-07 06:59:32.908368,0.15,0.6
315,3,Domestic,2024-06-17 03:49:32.908375,0.06,0.18
366,1,Domestic,2024-06-01 12:08:32.908383,0.05,0.05
462,11,International,2024-06-22 06:32:32.908391,0.18,1.98
161,5,Domestic,2024-06-17 07:05:32.908399,0.05,0.25
420,2,Domestic,2024-06-24 03:03:32.908406,0.05,0.1
119,12,Domestic,2024-06-02 22:25:32.908414,0.05,0.6000000000000001
423,3,International,2024-06-19 20:07:32.908422,0.15,0.44999999999999996
376,3,Domestic,2024-05-29 18:45:32.908430,0.05,0.15000000000000002
332,5,International,2024-06-04 14:19:32.908438,0.15,0.75
173,6,Domestic,2024-06-18 05:42:32.908446,0.05,0.30000000000000004
153,4,Domestic,2024-06-11 17:59:32.908453,0.05,0.2
399,1,Domestic,2024-05-28 07:01:32.908461,0.05,0.05
20,2,Domestic,2024-06-07 18:24:32.908469,0.05,0.1
34,8,Domestic,2024-06-01 11:22:32.908477,0.05,0.4
314,1,Domestic,2024-06-01 23:55:32.908484,0.06,0.06
60,2,Domestic,2024-06-05 20:39:32.908492,0.05,0.1
462,2,Domestic,2024-06-12 03:07:32.908500,0.06,0.12
158,2,International,2024-06-15 16:10:32.908508,0.15,0.3
364,3,Domestic,2024-06-22 05:09:32.908515,0.06,0.18
397,9,International,2024-06-22 05:35:32.908523,0.15,1.3499999999999999
206,1,Domestic,2024-06-18 06:07:32.908531,0.05,0.05
93,1,International,2024-06-13 11:54:32.908539,0.18,0.18
218,1,International,2024-06-20 02:20:32.908546,0.18,0.18
323,7,Domestic,2024-06-01 23:52:32.908554,0.06,0.42
89,4,International,2024-05-31 14:04:32.908562,0.15,0.6
475,2,Domestic,2024-06-22 02:49:32.908570,0.05,0.1
173,6,International,2024-06-06 06:01:32.908577,0.15,0.8999999999999999
40,6,International,2024-05-28 09:49:32.908587,0.18,1.08
464,6,Domestic,2024-06-03 00:23:32.908598,0.05,0.30000000000000004
422,8,Domestic,2024-06-03 02:28:32.908606,0.05,0.4
203,1,Domestic,2024-06-12 21:43:32.908613,0.06,0.06
221,5,Domestic,2024-06-06 07:24:32.908624,0.05,0.25
47,2,Domestic,2024-06-05 11:00:32.908633,0.05,0.1
243,6,Domestic,2024-06-05 17:45:32.908641,0.05,0.30000000000000004
88,4,Domestic,2024-05-27 16:44:32.908649,0.05,0.2
157,5,International,2024-06-18 09:10:32.908659,0.15,0.75
162,4,Domestic,2024-06-02 09:44:32.908667,0.05,0.2
395,1,International,2024-06-04 21:56:32.908675,0.18,0.18
20,3,International,2024-06-03 19:05:32.908683,0.15,0.44999999999999996
148,13,Domestic,2024-06-09 03:20:32.908690,0.06,0.78
201,9,Domestic,2024-06-02 01:32:32.908698,0.05,0.45
312,1,Domestic,2024-05-31 21:56:32.908706,0.06,0.06
151,1,Domestic,2024-06-18 06:34:32.908714,0.05,0.05
100,1,Domestic,2024-06-10 05:46:32.908721,0.05,0.05
247,4,Domestic,2024-06-11 04:18:32.908756,0.05,0.2
113,6,International,2024-06-18 16:40:32.908764,0.15,0.8999999999999999
219,1,Domestic,2024-06-24 03:37:32.908772,0.05,0.05
344,3,Domestic,2024-06-20 21:16:32.908780,0.05,0.15000000000000002
360,6,Domestic,2024-05-28 19:51:32.908788,0.06,0.36
25,4,International,2024-06-08 06:23:32.908795,0.15,0.6
473,3,International,2024-05-26 22:20:32.908803,0.18,0.54
496,3,International,2024-06-11 20:47:32.908811,0.15,0.44999999999999996
289,3,Domestic,2024-05-26 17:26:32.908819,0.05,0.15000000000000002
415,2,Domestic,2024-06-22 15:24:32.908827,0.06,0.12
458,3,International,2024-06-13 00:23:32.908834,0.15,0.44999999999999996
103,4,Domestic,2024-06-17 00:57:32.908842,0.05,0.2
79,7,Domestic,2024-06-14 11:20:32.908850,0.06,0.42
385,4,Domestic,2024-05-31 08:40:32.908858,0.05,0.2
438,5,Domestic,2024-05-29 05:21:32.908865,0.05,0.25
16,1,Domestic,2024-06-03 03:01:32.908873,0.05,0.05
341,2,Domestic,2024-06-11 12:16:32.908881,0.05,0.1
59,1,Domestic,2024-06-12 06:59:32.908889,0.05,0.05
194,1,Domestic,2024-05-27 20:06:32.908897,0.05,0.05
125,4,Domestic,2024-06-18 04:53:32.908906,0.05,0.2
387,15,Domestic,2024-06-04 11:03:32.908915,0.06,0.8999999999999999
399,1,Domestic,2024-05-28 15:58:32.908924,0.05,0.05
32,2,Domestic,2024-06-17 16:22:32.908933,0.06,0.12
178,5,Domestic,2024-06-08 18:12:32.908942,0.05,0.25
367,1,Domestic,2024-06-12 22:51:32.908951,0.05,0.05
219,3,Domestic,2024-06-18 11:04:32.908959,0.05,0.15000000000000002
100,4,Domestic,2024-06-13 19:09:32.908967,0.05,0.2
483,3,Domestic,2024-06-21 16:07:32.908975,0.05,0.15000000000000002
444,1,International,2024-06-09 17:39:32.908983,0.15,0.15
103,2,Domestic,2024-06-16 02:29:32.908990,0.05,0.1
472,5,Domestic,2024-06-02 08:30:32.908998,0.05,0.25
372,3,Domestic,2024-06-14 19:37:32.909006,0.05,0.15000000000000002
118,1,International,2024-05-31 12:10:32.909014,0.15,0.15
243,5,Domestic,2024-06-12 11:50:32.909022,0.05,0.25
119,1,Domestic,2024-06-23 16:05:32.909030,0.05,0.05
392,5,Domestic,2024-06-17 14:11:32.909038,0.05,0.25
7,1,Domestic,2024-06-09 11:59:32.909050,0.05,0.05
388,10,Domestic,2024-06-16 06:34:32.909058,0.05,0.5
478,2,Domestic,2024-06-20 22:11:32.909066,0.05,0.1
10,2,Domestic,2024-05-30 21:08:32.909076,0.05,0.1
316,1,Domestic,2024-06-05 17:17:32.909086,0.05,0.05
281,2,International,2024-06-04 14:52:32.909094,0.15,0.3
42,7,Domestic,2024-06-09 01:34:32.909102,0.05,0.35000000000000003
47,17,Domestic,2024-06-13 13:51:32.909109,0.05,0.8500000000000001
96,2,International,2024-05-31 02:18:32.909117,0.15,0.3
246,2,International,2024-05-31 12:32:32.909125,0.18,0.36
224,4,International,2024-06-19 23:39:32.909133,0.15,0.6
114,7,International,2024-06-20 01:13:32.909141,0.18,1.26
32,3,International,2024-06-01 01:05:32.909149,0.18,0.54
330,2,Domestic,2024-06-23 09:49:32.909156,0.05,0.1
457,2,International,2024-06-06 20:19:32.909164,0.15,0.3
153,4,International,2024-05-29 14:37:32.909172,0.15,0.6
217,1,Domestic,2024-06-08 06:32:32.909180,0.05,0.05
489,3,Domestic,2024-06-23 04:35:32.909188,0.05,0.15000000000000002
246,2,International,2024-06-19 04:20:32.909195,0.18,0.36
272,5,Domestic,2024-06-20 06:12:32.909203,0.06,0.3
433,1,International,2024-06-11 03:45:32.909211,0.15,0.15
400,3,Domestic,2024-05-26 17:06:32.909219,0.05,0.15000000000000002
350,2,Domestic,2024-06-21 09:25:32.909227,0.05,0.1
422,4,Domestic,2024-06-03 13:23:32.909235,0.05,0.2
261,1,Domestic,2024-06-02 23:12:32.909242,0.05,0.05
7,3,Domestic,2024-05-25 17:43:32.909250,0.05,0.15000000000000002
205,3,Domestic,2024-06-21 18:33:32.909258,0.05,0.15000000000000002
264,3,Domestic,2024-06-22 11:19:32.909266,0.05,0.15000000000000002
289,3,Domestic,2024-05-29 13:39:32.909274,0.05,0.15000000000000002
318,4,Domestic,2024-06-10 09:41:32.909281,0.05,0.2
202,5,Domestic,2024-05-26 18:54:32.909289,0.05,0.25
116,1,Domestic,2024-06-14 06:02:32.909297,0.05,0.05
212,6,Domestic,2024-05-31 05:50:32.909305,0.05,0.30000000000000004
160,3,Domestic,2024-05-31 10:43:32.909313,0.06,0.18
477,1,Domestic,2024-06-19 23:03:32.909323,0.06,0.06
129,1,Domestic,2024-06-21 08:57:32.909333,0.05,0.05
347,2,Domestic,2024-06-11 14:00:32.909341,0.05,0.1
148,5,Domestic,2024-05-31 12:01:32.909350,0.06,0.3
311,4,International,2024-06-19 12:46:32.909361,0.18,0.72
447,5,International,2024-05-25 15:30:32.909369,0.15,0.75
78,3,International,2024-06-12 05:39:32.909379,0.15,0.44999999999999996
463,2,Domestic,2024-06-21 13:51:32.909387,0.05,0.1
262,1,Domestic,2024-06-23 06:12:32.909395,0.06,0.06
52,2,Domestic,2024-05-27 16:09:32.909403,0.06,0.12
258,2,Domestic,2024-06-03 02:54:32.909411,0.06,0.12
221,1,International,2024-06-05 23:39:32.909419,0.15,0.15
39,1,Domestic,2024-06-19 22:00:32.909426,0.06,0.06
248,3,Domestic,2024-06-22 05:15:32.909434,0.05,0.15000000000000002
377,4,Domestic,2024-05-26 18:04:32.909442,0.05,0.2
288,20,International,2024-06-15 12:08:32.909450,0.15,3.0
254,9,International,2024-05-29 03:09:32.909458,0.15,1.3499999999999999
116,4,Domestic,2024-06-23 03:00:32.909465,0.05,0.2
435,2,International,2024-06-02 11:48:32.909473,0.15,0.3
197,4,Domestic,2024-06-04 21:59:32.909481,0.05,0.2
214,5,International,2024-05-31 11:22:32.909489,0.15,0.75
92,1,International,2024-05-29 15:40:32.909497,0.15,0.15
32,2,International,2024-06-01 06:05:32.909505,0.18,0.36
93,6,Domestic,2024-06-08 23:39:32.909512,0.06,0.36
232,2,Domestic,2024-06-07 03:37:32.909520,0.05,0.1
131,3,Domestic,2024-05-26 13:08:32.909528,0.05,0.15000000000000002
318,3,Domestic,2024-06-13 22:11:32.909536,0.05,0.15000000000000002
223,1,International,2024-06-15 03:24:32.909544,0.15,0.15
13,2,Domestic,2024-05-31 09:26:32.909552,0.05,0.1
326,2,Domestic,2024-06-09 01:04:32.909559,0.05,0.1
21,1,Domestic,2024-05-30 21:24:32.909567,0.06,0.06
445,1,Domestic,2024-06-22 07:21:32.909575,0.05,0.05
14,6,Domestic,2024-06-11 12:43:32.909583,0.06,0.36
345,1,Domestic,2024-05-30 04:02:32.909591,0.05,0.05
327,3,Domestic,2024-05-28 05:36:32.909599,0.05,0.15000000000000002
107,2,Domestic,2024-06-03 08:05:32.909606,0.05,0.1
406,9,International,2024-06-21 07:52:32.909614,0.15,1.3499999999999999
128,1,Domestic,2024-06-04 17:58:32.909622,0.05,0.05
32,2,International,2024-06-19 08:24:32.909630,0.18,0.36
169,7,Domestic,2024-06-23 19:40:32.909637,0.05,0.35000000000000003
288,6,Domestic,2024-06-08 13:47:32.909645,0.05,0.30000000000000004
426,1,Domestic,2024-06-14 08:08:32.909653,0.05,0.05
436,5,Domestic,2024-06-04 19:49:32.909661,0.05,0.25
478,2,Domestic,2024-05-27 21:59:32.909669,0.05,0.1
81,2,Domestic,2024-05-29 00:43:32.909676,0.06,0.12
488,1,Domestic,2024-06-04 23:31:32.909684,0.06,0.06
182,1,Domestic,2024-05-31 21:34:32.909692,0.05,0.05
358,4,Domestic,2024-06-16 17:26:32.909700,0.05,0.2
190,3,Domestic,2024-06-11 06:07:32.909708,0.05,0.15000000000000002
255,2,Domestic,2024-06-19 22:00:32.909715,0.05,0.1
341,4,International,2024-06-09 12:45:32.909723,0.15,0.6
474,5,Domestic,2024-06-23 19:24:32.909736,0.05,0.25
299,1,Domestic,2024-06-05 12:05:32.909744,0.05,0.05
387,3,International,2024-06-11 19:11:32.909752,0.18,0.54
166,1,Domestic,2024-06-01 18:32:32.909760,0.05,0.05
465,5,International,2024-05-30 03:35:32.909768,0.15,0.75
256,4,Domestic,2024-06-03 23:29:32.909776,0.05,0.2
423,10,International,2024-06-04 22:38:32.909785,0.15,1.5
198,1,Domestic,2024-06-11 20:18:32.909796,0.06,0.06
213,1,International,2024-05-27 11:28:32.909804,0.18,0.18
45,1,Domestic,2024-06-19 23:25:32.909812,0.05,0.05
302,1,Domestic,2024-06-20 07:58:32.909822,0.05,0.05
371,1,Domestic,2024-06-13 10:58:32.909832,0.06,0.06
360,8,Domestic,2024-06-08 20:16:32.909840,0.06,0.48
13,1,Domestic,2024-06-12 21:53:32.909848,0.05,0.05
52,1,Domestic,2024-06-18 23:38:32.909856,0.06,0.06
265,5,International,2024-05-25 20:12:32.909864,0.15,0.75
441,2,Domestic,2024-05-30 20:32:32.909872,0.05,0.1
325,5,International,2024-06-04 13:03:32.909879,0.15,0.75
43,1,Domestic,2024-06-12 01:36:32.909887,0.06,0.06
7,3,International,2024-05-31 23:37:32.909895,0.15,0.44999999999999996
230,1,International,2024-06-10 23:56:32.909903,0.15,0.15
44,1,Domestic,2024-06-15 23:20:32.909911,0.05,0.05
172,8,International,2024-06-16 08:53:32.909919,0.15,1.2
102,1,International,2024-06-12 12:35:32.909926,0.15,0.15
223,3,Domestic,2024-06-16 09:43:32.909934,0.05,0.15000000000000002
68,2,Domestic,2024-06-22 11:23:32.909942,0.05,0.1
122,2,Domestic,2024-06-02 15:46:32.909951,0.05,0.1
77,7,International,2024-05-25 23:01:32.909960,0.15,1.05
300,1,Domestic,2024-06-23 00:55:32.909969,0.05,0.05
463,4,Domestic,2024-06-14 23:51:32.909979,0.05,0.2
296,10,Domestic,2024-06-05 09:02:32.909988,0.05,0.5
205,3,Domestic,2024-06-03 11:24:32.909997,0.05,0.15000000000000002
427,9,International,2024-06-13 21:02:32.910006,0.18,1.6199999999999999
491,1,International,2024-06-06 01:18:32.910014,0.18,0.18
318,2,Domestic,2024-06-01 13:03:32.910022,0.05,0.1
171,1,Domestic,2024-06-08 07:33:32.910030,0.05,0.05
218,4,Domestic,2024-05-31 22:30:32.910038,0.06,0.24
403,12,Domestic,2024-06-19 10:15:32.910046,0.05,0.6000000000000001
305,1,Domestic,2024-06-12 17:10:32.910054,0.05,0.05
193,4,Domestic,2024-06-18 12:05:32.910062,0.06,0.24
333,1,Domestic,2024-06-08 19:34:32.910070,0.05,0.05
153,3,Domestic,2024-06-04 04:16:32.910081,0.05,0.15000000000000002
468,2,Domestic,2024-06-05 05:00:32.910089,0.05,0.1
41,11,Domestic,2024-06-24 05:38:32.910097,0.06,0.6599999999999999
23,3,International,2024-06-04 15:36:32.910105,0.18,0.54
186,2,Domestic,2024-06-02 23:42:32.910113,0.06,0.12
216,1,Domestic,2024-06-13 18:51:32.910121,0.05,0.05
43,1,International,2024-06-24 01:18:32.910130,0.18,0.18
361,1,Domestic,2024-05-30 11:45:32.910138,0.05,0.05
113,1,Domestic,2024-06-19 07:52:32.910146,0.05,0.05
231,6,Domestic,2024-06-13 16:26:32.910154,0.06,0.36
424,3,Domestic,2024-06-12 01:22:32.910162,0.05,0.15000000000000002
414,3,International,2024-06-18 17:56:32.910170,0.15,0.44999999999999996
418,1,Domestic,2024-06-09 16:08:32.910178,0.05,0.05
110,6,Domestic,2024-06-15 12:08:32.910186,0.05,0.30000000000000004
138,4,Domestic,2024-06-18 15:23:32.910194,0.05,0.2
105,1,Domestic,2024-05-31 16:37:32.910203,0.05,0.05
316,4,International,2024-06-07 18:57:32.910215,0.15,0.6
385,3,International,2024-05-30 04:49:32.910223,0.15,0.44999999999999996
140,1,Domestic,2024-05-26 22:44:32.910231,0.05,0.05
430,2,Domestic,2024-06-03 10:54:32.910242,0.05,0.1
255,2,Domestic,2024-05-27 14:21:32.910251,0.05,0.1
499,1,Domestic,2024-05-31 01:23:32.910259,0.05,0.05
349,9,Domestic,2024-06-21 14:23:32.910267,0.05,0.45
75,6,Domestic,2024-06-08 16:05:32.910275,0.05,0.30000000000000004
233,4,Domestic,2024-06-16 00:11:32.910283,0.05,0.2
401,2,International,2024-06-07 15:32:32.910291,0.18,0.36
212,2,Domestic,2024-06-15 05:14:32.910299,0.05,0.1
58,4,Domestic,2024-06-10 15:03:32.910307,0.05,0.2
38,3,Domestic,2024-06-03 17:31:32.910315,0.06,0.18
262,1,International,2024-06-11 02:48:32.910323,0.18,0.18
446,3,Domestic,2024-06-15 19:08:32.910331,0.05,0.15000000000000002
212,5,Domestic,2024-05-28 19:58:32.910339,0.05,0.25
458,2,Domestic,2024-05-30 15:05:32.910347,0.05,0.1
138,1,International,2024-06-01 01:58:32.910356,0.15,0.15
479,5,Domestic,2024-06-16 05:59:32.910364,0.05,0.25
282,1,Domestic,2024-06-24 03:39:32.910372,0.05,0.05
58,1,International,2024-06-08 16:03:32.910380,0.15,0.15
273,1,International,2024-06-11 01:57:32.910388,0.15,0.15
53,2,Domestic,2024-05-27 09:02:32.910396,0.05,0.1
206,5,Domestic,2024-06-12 11:28:32.910404,0.05,0.25
5,3,Domestic,2024-06-05 21:29:32.910412,0.05,0.15000000000000002
323,1,Domestic,2024-06-10 01:58:32.910420,0.06,0.06
107,7,International,2024-05-29 07:25:32.910428,0.15,1.05
243,7,Domestic,2024-06-03 03:03:32.910436,0.05,0.35000000000000003
148,7,International,2024-06-18 12:18:32.910444,0.18,1.26
